Headline;Month;Day
Affordable Care Act Premium Increases Are a Fixable Problem;10;26
Aetna to Pull Back From Public Health Care Exchanges;8;16
Obamacare Will Survive Aetna’s Retreat;8;17
Duel of Suitors Yields an M.L.S. Franchise for Minnesota;8;29
Law Firm’s First Latina Partner, With Boost From N.Y.U. Program;3;3
Surge in Medicare Advantage Sign-Ups Confounds Expectations;2;12
Budget Office Sharply Cuts Health Exchange Estimate;1;26
Richard Anderson, Delta Chief Who Led Airline’s Rebound, Will Retire;2;4
House Republicans Unveil Long-Awaited Replacement for Health Law;6;22
News About Obamacare Has Been Bad Lately. How Bad?;4;13
HealthCare.gov Will Add ‘Simple Choice’ Plans in Effort to Improve Value;10;17
Think Your Obamacare Plan Will Be Like Employer Coverage? Think Again;8;19
Your Wednesday Briefing: Donald Trump, Boston Celtics, Doris Roberts;4;20
Some Health Plan Costs to Increase by an Average of 25 Percent, U.S. Says;10;24
New Health Insurance Customers Are Sicker. Should We Be Surprised?;3;31
U.S. Sues to Block Anthem-Cigna and Aetna-Humana Mergers;7;21
The Future of Health Care Mergers Under Trump;11;21
Obamacare Options? In Many Parts of Country, Only One Insurer Will Remain;8;19
Health Insurers Use Process Intended to Curb Rate Increases to Justify Them;8;15
The Quiet Research That Led to a Resounding Success in Diabetes Prevention;3;30
Justice Dept. Will Seek to Block 2 Health Insurance Mergers;7;19
Obamacare Marketplaces Are in Trouble. What Can Be Done?;8;29
Health Insurer Hoped to Disrupt the Industry, but Struggles in State Marketplaces;6;19
Why Do Health Costs Keep Rising? These People Know;6;9
Oklahoma Resists Push for Enrollment in Affordable Care Act Coverage;1;27
Cost, Not Choice, Is Top Concern of Health Insurance Customers;8;12
Ailing Obama Health Care Act May Have to Change to Survive;10;3
A Quick Guide to Rising Obamacare Rates;10;25
What Could I Possibly Learn From a Mentor Half My Age? Plenty;9;10
A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Not;11;24
Insurers Say Costs Are Climbing as More Enroll Past Health Act Deadline ;1;10
Morning Agenda: AMC to Buy Carmike Cinemas in $1.1 Billion Deal;3;4
The Faces of American Power, Nearly as White as the Oscar Nominees;2;26
Meet the Highest-Paid C.E.O.s in 2015;5;27
