Headline;Month;Day
‘Frozen 2’ Soundtrack Debuts at No. 1, Without a ‘Let It Go’ (So Far);12;9
‘Frozen 2’ Continues to Outdo Its Predecessor at the Box Office;12;8
Sundance Gets Real, With a Lineup of Newsy Films for 2020;12;4
Disney Channels the Force;11;15
How We Created a ‘Turducken’ of Media News;11;30
Apple TV Plus and Disney Plus: What Shows Are Worth Watching?;11;19
‘Frozen 2’ Opens to $127 Million;11;24
Disney Plus Streamers Are Met With Error Message on Launch Day;11;12
‘The Mandalorian’ Director: Baby Yoda ‘Steals the Show’;11;22
Netflix Was Only the Start: Disney Streaming Service Shakes an Industry;11;10
‘Frozen 2’ Review: The Cold Still Never Bothers Them;11;21
Review: On Disney Plus, a Show That Goldblumsplains the World;11;11
The Streaming Era Has Finally Arrived. Everything Is About to Change.;11;18
Disney’s Ambitious Streaming Plans Take Big Bite Out of Profits;11;8
Review: ‘The Mandalorian,’ a Gunslinger in a Galaxy Far, Far Away;11;15
Will Streaming Kill the Art of Cinema or Grant It New Life?;11;15
Remember Family Films? Disney Plus Is Making ’Em Like They Used To;11;7
‘Lady and the Tramp’ Review: Seconds of Spaghetti and Furballs;11;14
‘SpongeBob’ Spinoff Highlights Netflix-Nickelodeon Deal;11;13
Not Streaming: ‘Song of the South’ and Other Films Stay in the Past;11;12
‘High School Musical: The Musical: The Series’: The Review;11;12
Netflix Keeps an Eye on the Mouse;11;11
Your Streaming Guide, in 6 Easy Questions;11;11
Disney Is New to Streaming, but Its Marketing Is Unmatched;10;28
Jennifer Lee, Queen of the ‘Frozen’ Franchise;11;7
‘The Little Mermaid Live!’: It’s Better When It’s Wetter;11;6
‘Terminator: Dark Fate’ Breaks Down at the Box Office;11;3
Sisters! A New ‘Hocus Pocus’ Movie Is in the Works at Disney;10;24
The Great Streaming Space-Time Warp Is Coming;11;1
They Know What You Watched Last Night;10;25
Ad Giant Wins Over Disney With Big Data Pitch;10;15
‘Maleficent’ Sequel Disappoints at Box Office;10;20
Overlooked No More: Lotte Reiniger, Animator Who Created Magic With Scissors and Paper;10;16
Disney World Skyliner Gondola Abruptly Stops, Stranding Passengers in Air;10;7
Disney Bars Netflix TV Ads in Battle for Streaming Supremacy;10;4
Netflix Goes All Out to Wow Children as Streaming Wars Intensify;10;11
Karen Pendleton, an Original Mouseketeer, Is Dead at 73;10;9
The Slow-Burning Success of Disney’s Bob Iger;9;22
The Week in Business: The Economics of Impeachment;9;29
Spider-Man Will Remain in the Marvel Cinematic Universe;9;27
Iger Departs Board of Apple, Disney’s New Streaming Competitor;9;13
Cruise Ships, Long Contentious in Bahamas, Offer Lifeline After Dorian;9;10
At the Movies, It’s the Best of Times and the Worst of Times (Again);9;9
T.S.A. Reverses Ban on ‘Star Wars’-Themed Thermal Detonator Coke Bottles;9;4
Disney Tantalizes Fans With ‘Star Wars’ Hints and ‘Black Panther’ Sequel;8;24
Did the Marvel Cinematic Universe Just Lose Spider-Man? Fans Reel at Sony-Disney Split;8;21
How Do You Stage Disney’s ‘Hercules’? Invite Everyone;8;23
Hollywood’s Shaky Summer Box Office Points to Larger Issues;9;1
Hurricane Dorian: Airport Closures, Traveling with Pets, Hotel Fees;8;31
Why Tamron Hall’s Role Model Is Rocky;8;30
Hurricane Dorian: What Travelers Need to Know;8;29
Disney’s Haunted Mansion at 50: The Ghosts Are Still Grinning;8;16
New Cable Network for A.C.C. Heightens Arms Race in College Sports;8;22
Disney Earnings Disappoint in First Full Quarter After Fox Deal;8;6
Calls to Boycott ‘Mulan’ Reignite Over Star’s Support for Hong Kong Police;8;16
‘Lion King’ Remake Becomes Disney’s Latest Box-Office Smash;7;21
Disney Calls Heiress’s Pay Criticism a ‘Gross and Unfair Exaggeration’;7;17
Netflix Signs the Duo Behind HBO’s ‘Game of Thrones’;8;8
‘Stuber’ Stalls, Dealing Another Setback to Comedies and Disney’s Fox;7;14
Hong Kong Protests: Leader Warns of ‘Crisis’ as Strike Disrupts Subways and Leads to Canceled Flights;8;5
What Disney Risked to Make ‘The Lion King’ in 1994;7;18
HBO’s ‘Succession’ Tries to Get the Merger-Mad Media Industry Right;8;4
Russi Taylor, the Voice of Minnie Mouse and ‘Simpsons’ Characters, Dies at 75;7;28
How Cameron Boyce’s Epilepsy May Have Caused His Death at 20;7;10
Everybody Hates the Key Card. Will Your Phone Replace It?;7;24
How ‘The Lion King’ Gets Real-Life Lion Family Dynamics Wrong;7;21
The Week in Business: A Suddenly Vulnerable Netflix;7;20
Coming Soon to a Theater Near You. Very Soon.;7;19
How Much Beyoncé Does ‘The Lion King’ Have?;7;19
It Will Be ‘Difficult to Produce’ in Georgia, Disney C.E.O. Says;5;30
Jimmy Kimmel Saves Disney’s Supersize Upfront Presentation;5;15
‘Aladdin’ Gives Disney Another Live-Action Hit;5;26
Zendaya Jumps From Disney to Drug Binges in HBO’s Graphic ‘Euphoria’;6;13
Next Stop, Fashion Disney;6;25
Disney C.E.O. Warns Georgia Abortion Law Would Make it ‘Very Difficult’ to Film in the State;5;30
Disney and Universal Shore Up Their Benches;5;1
‘The Lion King’ Review: The Art of Herding Digital Cats;7;11
Disney Heiress Escalates Attack on Company’s Pay Practices;4;24
Disney Plus Streaming Service Is Unveiled to Hollywood Fanfare;4;11
A Suit Against Disney Claims Unequal Pay for Women;4;2
Mermaids Have Always Been Black;7;10
‘Friends’ to Leave Netflix for HBO Max, AT&T’s New Streaming Service;7;9
The Great Race to Rule Streaming TV;7;10
Disney Bans Smoking at Parks in Florida and California;3;28
Disney Moves From Behemoth to Colossus With Closing of Fox Deal;3;20
Rewriting the Past Won’t Make Disney More Progressive;5;27
Can an Art Collective Become the Disney of the Experience Economy?;5;2
Disney to Buy Comcast’s Hulu Stake and Take Full Control of Streaming Service;5;14
Disney Stars and Dancers;12;13
Federal Reserve, Disney, Kazakhstan: Your Wednesday Briefing;3;20
Florida’s Advice to Trump and Other New York Transplants: ‘It’s Not Disney World’;11;1
Ron Miller, Who Rose to the Top at Disney, Then Fell, Dies at 85;2;12
5 Children Headed to Disney World Were Among 7 Killed in Florida Crash;1;3
Israel, Jimmy Carter, Disney Plus: Your Tuesday Briefing;11;12
New & Noteworthy Visual Books, From Disney to Drag;9;17
Arctic Blast, Supreme Court, Disney Plus: Your Tuesday Evening Briefing;11;12
‘Toy Story 4’ Is Bigger Than the Beatles;6;30
Another Go for Charles and Di, This Time With Music;1;31
Disney’s Aladdin: Mena Massoud on His Big Break and the Film’s Big Issues;5;26
Review: A ‘Nantucket Sleigh Ride’ With Frozen Disney and Hot Lobster;3;19
Bella Thorne, the Ex-Disney Star, Chillaxes With Yarn;8;31
Sinclair Buys Regional Sports Networks From Disney in $10.6 Billion Deal;5;3
James Gunn Is Hired Back to Helm ‘Guardians of the Galaxy 3’;3;15
Sony Gives Literary Film Division, Axed by Disney, a Second Life;7;15
Marvel Studios Unveils Diverse Film Lineup at Comic-Con;7;21
‘Toy Story 4’ Tops Box Office, but Falls Short of Studio’s Hopes;6;23
An HBO Question Is Giving AT&T Executives a Headache;6;2
Abortion Rights Groups See Northern Ireland’s Film Industry as Boycott Target;5;31
Welcome to Galaxy’s Edge;5;30
C.E.O. Pay, America’s Economic ‘Miracle’;5;17
Running Scared: Network TV in the Streaming Age;5;18
Solid Opening for ‘Detective Pikachu’ as ‘Avengers: Endgame’ Rolls On;5;12
New Executive of Slimmed-Down Fox Network Faces First Big Test;5;12
Vacation Ideas Even a Teenager Will Love;5;8
Jussie Smollett’s Future on ‘Empire’ Is in Doubt;4;30
‘Avengers: Endgame’ Shows Movie Theaters Can Still Be on Top of the World;4;28
‘Avengers: Endgame’ Has Taken Over the World. Let’s Talk About Fan Service and Marvel’s Legacy;5;1
How to Travel Without Leaving a Trace;4;21
As Hollywood Embraces Diversity, Jobs for Female Directors Remain Sparse;4;14
The Week in Business: Uber’s Bumpy Ride and Apple’s Star-Studded Trial;4;13
‘Dumbo’ Falls Short of Box-Office Expectations but Still Comes in First;3;31
6 Takeaways From The Times’s Investigation Into Rupert Murdoch and His Family;4;3
Review: ‘Dumbo’ Goes Bonkers in Dreamland;3;27
‘Aladdin’ Trailer: Will Smith Finally Loses the Blue Face;3;12
Part 2: Inside the Succession Battle for the Murdoch Empire;4;3
‘Captain Marvel’ Climbs the List of Superhero Hits;3;17
Part 3: The Future of Fox: An Even More Powerful Political Weapon;4;3
Amazon Said to Team Up With Yankees in Bid for YES Network;3;8
An Unexpected Hero Will Visit Central Park: Here Comes Hercules;2;6
‘Frozen II’ Trailer: Elsa Ice-Surfs and Anna Wields a Sword;2;13
Arbitrator Scolds Fox and Orders It to Pay $178 Million to ‘Bones’ Team;2;27
From the Boxing Ring to ‘Dumbo’: Michael Buffer Is Still Ready to Rumble;4;2
Stephen Colbert Was Feeling Merry on Impeachment Eve;11;13
Review: Mapplethorpe Inspires a Composer’s Meager Tribute;3;6
California Today: Shootings Rattle California, Why Disneyland Attendance Matters;8;6
As Netflix Contends With More Rivals, Hulu Stands Out;4;16
‘Togo’ Review: A Man, His Dogs and a Very Bad Storm;12;19
‘Stranger Things’ Helps Netflix Increase Subscribers;10;16
‘Klaus’ Review: A Santa Origin Story;11;7
What’s on TV Tuesday: A Dark Coming of Age Comedy and ‘The Little Mermaid Live!’;11;5
New York Millionaires Tell Albany: Tax Us, Please;2;13
What’s on TV Tuesday: A ‘High School Musical’ Series and Dolly Parton;11;12
‘Maleficent: Mistress of Evil’ Trailer: Angelina Jolie’s Position Is Clear;7;8
It’s Never Been Easier to Be a C.E.O., and the Pay Keeps Rising;5;24
How Adam Neumann Is Winning Amid WeWork’s Crisis;10;23
Where ‘Jaws,’ the Ride, Lives Forever;11;2
Jeffrey Katzenberg’s Mobile Start-Up, Quibi, Makes a Deal With ESPN;10;7
Review: Public Works Finds the Heroism in ‘Hercules’;9;2
John Lasseter, Ousted From Pixar in #MeToo Wave, Finds New Hollywood Home;1;9
‘Captain Marvel’ Has the Year’s Best Opening Weekend at the Box Office;3;10
Streaming Video Will Soon Look Like the Bad Old Days of TV;8;22
‘Aladdin’ Review: This Is Not What You Wished For;5;22
Vice Media Loses Its HBO Show and a Top Executive;6;10
What’s on TV Wednesday: ‘Togo’ and ‘The Witcher’;12;25
What’s on TV Wednesday: ‘The Mandalorian’ and ‘The Chambermaid’;11;13
‘Mrs. Doubtfire’ Musical Is Coming to Broadway;10;16
What’s on TV Wednesday: ‘It’s Always Sunny’ and ‘Lady and the Tramp’;11;20
Sophie Turner, Michelle Williams and Drake at Emmys Parties;9;23
Producers of ‘Game of Thrones’ Quit ‘Star Wars’ to Focus on Netflix;10;29
‘Joker’ and ‘Maleficent’ Tussle for Box Office Lead;10;27
Elizabeth Rothman, Lee Taglin;1;6
Executive Shuffle at NBC Hints at C.E.O. Succession;1;14
Some People Put on a Show. Others Stage an Art Fair.;2;20
Hurricane Dorian: Airport Closures and Cancellations Multiply;9;2
DealBook Briefing: The Forever Trade War?;5;15
Running a Marathon With My Mom;11;9
Did ‘The Irishman’ Take a Bite Out of the Thanksgiving Box Office?;12;1
Will the Oscars Have a Host? Here’s What We Know;1;10
Batman and AT&T: A New Dynamic Duo?;7;21
In Blockbuster Era, No Room at the Box Office for the Middlebrow;11;23
How to Raise a Child Without Imposing Gender;3;7
The ‘Booksmart’ Conundrum: Are Women Not Allowed to Fail?;5;30
How to Make the Most of a Trip to Star Wars: Galaxy’s Edge;5;30
The Rich Kid Revolutionaries;4;27
‘Mary Poppins,’ and a Nanny’s Shameful Flirting With Blackface;1;28
This Performer Has to Master 14 Parts at Once, and Let Go of His Ego;5;30
Why This Week Is Big for Housing Fixes;4;23
She Was a 16-Year-Old Model When Harvey Weinstein Invited Her to Lunch;12;19
Vice Media Acquires Refinery29 in a $400 Million Deal;10;2
Apple TV Plus Is Just $5. Will People Pay for It?;9;11
‘Little Women’ Opens Strong at the Box Office;12;29
Sidney Sheinberg, a Force Behind Universal and Spielberg, Is Dead at 84;3;9
James Murdoch Buys a Stake in Vice Media;10;10
HBO Max, Out in May, Will Cost More Than Netflix;10;29
How to Follow Up ‘Frozen’? With Melancholy and a Power Ballad;11;29
Wildfires, Impeachment, Facebook: Your Monday Evening Briefing;10;28
Save Some Popcorn for the Deal-Making Behind TV;10;16
‘Avengers: Endgame’ Muscles Out Competition to Maintain Box Office Lead;5;5
