Headline;Month;Day
Oil Giants, Under Fire From Climate Activists and Investors, Mount a Defense;9;23
A Windswept Plain, a Sea of Oil and a Mountain of Money;8;29
Can Exxon Mobil Protect Mozambique From Climate Change?;3;26
Qatar and Exxon Mobil Plan $10 Billion Gas Investment in Texas;2;5
A School Board Says No to Big Oil, and Alarms Sound in Business-Friendly Louisiana;2;5
One Thing You Can Do: Look for the Energy Star Label;10;23
How Big Business Is Hedging Against the Apocalypse;4;11
Saudi Aramco Is World’s Most Profitable Company, Beating Apple by Far;4;1
Occidental Bids $38 Billion for Anadarko, Challenging Chevron;4;24
Chevron to Acquire Anadarko Petroleum for $33 Billion, a Shift in the Battle for Shale;4;12
Anadarko Says It Now Favors Occidental Bid Over Chevron;5;6
On Politics: Markets Soar on News of China Talks;9;6
The ‘Monster’ Texas Oil Field That Made the U.S. a Star in the World Market;2;3
Natural Gas Boom Fizzles as a U.S. Glut Sinks Profits;12;11
Biggest Public Company? Microsoft. Wait, Apple Again. Amazon? No, Back to Microsoft.;2;5
Volatility Continues as Rising Oil Prices Help Wall St. Erase Early Losses;1;2
Trump’s Methane Rule Rollback Divides Oil and Gas Industry;8;29
Saudi Aramco Says It’s ‘Ready’ for I.P.O. as It Reports Half-Year Earnings;8;12
Rocket Hits Green Zone in Baghdad as Tensions Flare Between U.S. and Iran;5;19
Aramco’s I.P.O. Will Be Less Gigantic Than Promised;10;28
Aramco’s I.P.O. Will Be Less Gigantic Than Promised;10;28
U.S. Gives Chevron Three-Month Extension to Stay in Venezuela;7;26
2 Rockets Strike Oil Fields in Southern Iraq;6;19
Saudi Arabia Negotiating to Buy U.S. Natural Gas From Sempra Energy;5;22
Norway Moves to Sell Some Oil and Gas Shares From Wealth Fund;3;8
Saudi Aramco to Raise $25.6 Billion in Biggest I.P.O. Ever;12;5
Saudi Arabia Insisted Aramco Was Worth $2 Trillion. Now It Is.;12;16
Round and Round We Go;1;9
Flood of Oil Is Coming, Complicating Efforts to Fight Global Warming;11;3
Earthquakes Are Jolting the Netherlands. Gas Drilling Is to Blame.;10;24
India Looks Hopefully to the Moon Ahead of Chandrayaan-2 Landing;9;5
Yes, We Need a Green New Deal. Just Not the One Alexandria Ocasio-Cortez Is Offering.;3;20
For Our Future, the Oil and Gas Industry Must Go Green;9;23
Warren Buffett Backs Occidental’s Bid for Anadarko With $10 Billion Investment;4;30
Stock Markets, Jolted by Economic Worry, Suffer 2nd Worst Drop of 2019;8;14
Did I Really Want to Visit That Oil Field?;10;7
F.D.A. Criticizes Walgreens and Other Retailers for Selling Tobacco Products to Minors;3;4
With Saudi Aramco Set to Disclose Earnings, Could an I.P.O. Be Next?;8;9
Why Are We Still Looking for Oil and Gas?;7;25
How a Rooftop Meadow of Bees and Butterflies Shows N.Y.C.’s Future;10;26
Meet the Millionaires Helping to Pay for Climate Protests;9;27
What’s the Price of Ignoring Climate Change?;11;5
Saudi Aramco Announces Plans to Go Public;11;3
The Original Evil Corporation;9;4
State of the Union, Pope Francis, Lunar New Year: Your Tuesday Evening Briefing;2;5
Oil Companies Ponder Climate Change, but Profits Still Rule;10;7
This Chemical Kills. Why Aren’t Regulators Banning It?;7;8
The World Solved the Ozone Problem. It Can Solve Climate Change.;12;7
Trump’s Challenge: Can His Word on Iran Be Trusted?;9;18
How Kacey Musgraves Gave a Small L.A. Business a Big Boost;9;9
Pompeo Makes Unscheduled Trip to Iraq to Press U.S. Concerns About Iran;5;7
For Some in Texas, Imelda’s Heavy Rain Feels Like Harvey 2.0;9;20
Tillerson Says Kushner Bypassed Him and Mattis to Make Foreign Policy;6;27
Pushed by Security Concerns and Trump, Germany Weighs a New Fuel;10;7
Companies See Climate Change Hitting Their Bottom Lines in the Next 5 Years;6;4
Egypt Looks to Offshore Gas Field for Growth and Influence;3;11
Punching Iran Over Its Foreign Policy Could Lead to a Faster Path to War;5;29
Why Rewards for Loyal Spenders Are ‘a Honey Pot for Hackers’;5;11
Al-Baghdadi Raid Was a Victory Built on Factors Trump Derides;10;28
To Evade Sanctions on Iran, Ships Vanish in Plain Sight;7;2
Business Quietly Returns to Saudi Arabia After Khashoggi’s Murder;4;17
DealBook Briefing: Big Tech Enters Antitrust Purgatory;6;4
DealBook Briefing: Inside the Fall of the Trade Deal;5;17
Boeing May Suspend 737 Max Production;12;16
DealBook Briefing: Aramco Makes More Money Than Apple and Alphabet Combined;4;1
How the State Dept.’s Dissenters Incited a Revolt, Then a Rallying Cry;11;9
Will Anyone Buy Elon Musk’s New Pickup?;11;22
DealBook Briefing: Is the I.P.O. Party Over?;9;27
DealBook Briefing: Trump Gives Huawei a Breather. Sort of.;7;1
DealBook Briefing: Why WeWork’s I.P.O. Struggles Could Hurt;9;6
DealBook Briefing: What the State of the Union Means for Business;2;6
Saudi Aramco Shares Jump 10% in Record I.P.O.;12;11
WeWork’s Lifeline Could Wipe $39 Billion Off Its Valuation;10;22
A Giant Factory Rises to Make a Product Filling Up the World: Plastic;8;12
Flooding Hits Texas Towns Devastated by Harvey;9;19
A Global Bank Hosted in the Public Cloud — Can That Be Safe?;10;21
It’s a Vast, Invisible Climate Menace. We Made It Visible.;12;12
Why Is There So Much Saudi Money in American Universities?;7;3
Climate Change Could Destroy His Home in Peru. So He Sued an Energy Company in Germany.;4;10
The Highest-Paid C.E.O.s of 2018: A Year So Lucrative, We Had to Redraw Our Chart;5;24
