Headline;Month;Day
U.S. Rejects Exxon Mobil Bid for Waiver on Russia Sanctions;4;21
Exxon Mobil Seeks U.S. Sanctions Waiver for Oil Project in Russia;4;19
Exxon Mobil Calls Emissions Inquiry a ‘Political Witch Hunt’;6;10
Exxon Mobil Shareholders Demand Accounting of Climate Change Policy Risks;5;31
Stakes for Exxon in Sanctions Case Go Far Beyond a $2 Million Fine;7;22
Exxon Emissions Costs Accounting ‘May Be a Sham,’ New York State Says;6;2
Exxon Vote on Climate Change Puts Other Companies on Notice;6;1
Trump Advisers Wage Tug of War Before Decision on Climate Deal;5;31
The Trump Effect on C.E.O. Pay;5;26
Trump Claims to Have Saved U.S. Jobs. But How Many, Really?;5;13
Rex Tillerson, Required to Shed Exxon Shares, Wants to Defer the Taxes;1;11
Darren Woods, Exxon’s New Chief, Begins to Make His Mark;3;1
Movers: Trump Bump, Time Inc. and Exxon;4;28
With a Major Oil Discovery, Guyana Is Poised to Become a Top Producer;1;14
Land Rush in Permian Basin, Where Oil Is Stacked Like a Layer Cake;1;18
Starbucks, Exxon, Apple: Companies Challenging (or Silent on) Trump’s Immigration Ban;1;31
Time to Grill Rex Tillerson on Climate Change;1;10
Trump Nominees’ Filings Threaten to Overwhelm Federal Ethics Office;1;7
Rex Tillerson Sheds Little Light on His Boss;1;12
Guess Who’s for a Carbon Tax Now;4;11
Vanguard Speaks Softly but Carries a Big Stick;9;1
Rex Tillerson Is Confirmed as Secretary of State Amid Record Opposition;2;1
In Rocky Hearing, Rex Tillerson Tries to Separate From Trump;1;12
How the Kurdish Quest for Independence in Iraq Backfired;11;5
A Test for Tillerson, and for U.S. Strategy on ISIS;3;21
Apple Is the Most Valuable Public Company Ever. But How Much of a Record Is That?;12;21
Houston Loves Big Business. How Much Should Big Business Now Love It Back?;8;30
Harvey’s Toll on Energy Industry Shows a Texas Vulnerability;8;29
Policy Advisers Urge Trump to Keep U.S. in Paris Accord;4;18
Want Change? Shareholders Have a Tool for That;3;24
Rex Tillerson’s Maverick Oil Diplomacy;1;11
